Company,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,OS
Dell,Latitude E7270,Laptop,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows
Dell,Inspiron 5578,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
Dell,XPS 13,Laptop,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
Dell,Vostro 3568,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Linux
Dell,Inspiron 3567,Laptop,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Windows
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
Dell,Latitude 5480,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Windows
Dell,Inspiron 3552,Laptop,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Linux
Dell,Inspiron 3552,Laptop,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Windows
Dell,Vostro 3568,Laptop,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows
Dell,Inspiron 3567,Laptop,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Windows
Dell,Inspiron 3552,Laptop,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Windows
Dell,Inspiron 3567,Laptop,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Linux
Google,Pixelbook (Core,Laptop,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Chrome OS
Google,Pixelbook (Core,Laptop,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Chrome OS
Google,Pixelbook (Core,Laptop,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Chrome OS
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,No OS
HP,250 G6,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,No OS
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS
HP,255 G6,Laptop,15.6,1366x768,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,No OS
HP,ProBook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows
HP,255 G6,Laptop,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,Windows
HP,ProBook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows
HP,Stream 14-AX040wm,Laptop,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB SSD,Windows
HP,ProBook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD + 1TB HDD,Windows
HP,ProBook 440,Laptop,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows
HP,Pavilion 15-CK000nv,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows
HP,Probook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows
HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD + 1TB HDD,Windows
HP,Envy 13-ad009n,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Pavilion 14-BK001nv,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Windows
HP,Probook 440,Laptop,14,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Windows
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows
HP,Probook 440,Laptop,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows
HP,Probook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,No OS
HP,Probook 440,Laptop,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows
HP,ProBook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows
HP,Probook 440,Laptop,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows
HP,Envy 13-AD007nv,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,255 G6,Laptop,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,Windows
HP,EliteBook Folio,Laptop,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,Windows
HP,ProBook 430,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Windows
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows
HP,ProBook 470,Laptop,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows
HP,ProBook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,512GB SSD,Windows
HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows
HP,Probook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows
HP,ZBook 15u,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows
HP,Envy 17-U275cl,Laptop,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,1TB HDD,Windows
HP,ProBook 450,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Windows
HP,Probook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Windows
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,Windows
HP,ProBook 640,Laptop,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,Elitebook 840,Laptop,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Windows
HP,Elitebook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows
HP,Elitebook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Windows
HP,Stream 14-AX001nv,Laptop,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows
HP,Elitebook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows
HP,Elitebook 1040,Laptop,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows
HP,EliteBook 1040,Laptop,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
HP,ProBook 650,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Windows
HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD + 1TB HDD,Windows
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,Windows
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows
HP,ZBook 15u,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows
HP,ProBook 430,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,Windows
HP,Envy 13-AB002nv,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
HP,Probook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,Spectre X360,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,ProBook 440,Laptop,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,256GB SSD,Windows
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows
HP,Envy 13-AB020nr,Laptop,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows
HP,ProBook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows
HP,EliteBook 1030,Laptop,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,512GB SSD,Windows
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,500GB HDD,Windows
HP,ProBook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows
HP,ProBook 450,Laptop,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
HP,EliteBook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
HP,ProBook 650,Laptop,14,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows
HP,EliteBook 850,Laptop,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS
HP,Pavilion X360,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,Chrome OS
HP,17-bs000nv I3,Laptop,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,Windows
HP,ProBook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows
HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,Windows
HP,EliteBook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows
HP,EliteBook 820,Laptop,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Windows
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS
HP,ProBook 470,Laptop,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Chrome OS
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,No OS
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows
HP,EliteBook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows
HP,Probook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,Probook 640,Laptop,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows
HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows
HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
HP,Elitebook Folio,Laptop,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,240GB SSD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Probook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,EliteBook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
HP,Envy 13-AB077cl,Laptop,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Probook 650,Laptop,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,ProBook 640,Laptop,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,EliteBook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,250 G6,Laptop,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1TB HDD,No OS
HP,EliteBook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Windows
HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8GB SSD,Windows
HP,ProBook x360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Windows
HP,ProBook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
HP,Probook 450,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Windows
HP,Probook 450,Laptop,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows
HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Windows
HP,Spectre 13-V111dx,Laptop,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows
HP,ENVY -,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,Probook 440,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,EliteBook 840,Laptop,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Windows
HP,ProBook 640,Laptop,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,EliteBook 1040,Laptop,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows
HP,ProBook 440,Laptop,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,Probook 440,Laptop,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
HP,EliteBook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,Elitebook 840,Laptop,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
HP,Probook 430,Laptop,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows
HP,ProBook 450,Laptop,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Windows
HP,Spectre 13-V100nv,Laptop,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,ProBook 440,Laptop,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Elitebook 820,Laptop,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,ProBook 650,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,ProBook 640,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,Probook 470,Laptop,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows
HP,ProBook 440,Laptop,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,Probook 640,Laptop,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,EliteBook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
HP,ProBook 450,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows
HP,EliteBook 840,Laptop,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,EliteBook 850,Laptop,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Windows
HP,EliteBook 1040,Laptop,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,Noteb Pav,Laptop,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows
HP,ProBook 450,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows
HP,ProBook 650,Laptop,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Windows
HP,250 G5,Laptop,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,No OS
HP,ProBook 650,Laptop,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,EliteBook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,ProBook 430,Laptop,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,Probook 650,Laptop,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows
HP,Spectre x360,Laptop,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows
HP,Chromebook 13,Laptop,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Chrome OS
HP,250 G6,Laptop,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,No OS
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows
HP,250 G5,Laptop,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Windows
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows
HP,EliteBook 1030,Laptop,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Windows
HP,Spectre Pro,Laptop,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows
HP,Spectre Pro,Laptop,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows
HP,EliteBook 820,Laptop,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Windows
HP,250 G6,Laptop,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows
HP,EliteBook 820,Laptop,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Windows
